Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
19	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6468	G6468_20240212_163000.WAV	27.0	30.0	NA	NA	NA	0	NA
20	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6370	G6370_20240228_093000.WAV	6.0	9.0	NA	NA	NA	0	NA
21	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6442	G6442_20240214_133000.WAV	39.0	42.0	NA	NA	NA	0	NA
22	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6370	G6370_20240218_180000.WAV	42.0	45.0	NA	NA	NA	0	NA
23	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6381	G6381_20240228_180000.WAV	30.0	33.0	NA	NA	NA	0	NA
24	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6465	G6465_20240222_170000.WAV	15.0	18.0	NA	NA	NA	0	NA
25	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6465	G6465_20240222_170000.WAV	48.0	51.0	NA	NA	NA	0	NA
26	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6413	G6413_20240223_143000.WAV	36.0	39.0	NA	NA	NA	0	NA
27	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6469	G6469_20240219_090000.WAV	15.0	18.0	NA	NA	NA	0	NA
28	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6370	G6370_20240218_180000.WAV	51.0	54.0	NA	NA	NA	0	NA
29	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6381	G6381_20240228_180000.WAV	9.0	12.0	NA	NA	NA	0	NA
30	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6376	G6376_20240213_080000.WAV	48.0	51.0	NA	NA	NA	0	NA
31	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6381	G6381_20240228_180000.WAV	45.0	48.0	NA	NA	NA	0	NA
32	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6419	G6419_20240227_100000.WAV	51.0	54.0	NA	NA	NA	0	NA
33	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6376	G6376_20240301_173000.WAV	24.0	27.0	NA	NA	NA	0	NA
34	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6376	G6376_20240213_080000.WAV	21.0	24.0	NA	NA	NA	0	NA
35	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6460	G6460_20240228_150000.WAV	42.0	45.0	NA	NA	NA	0	NA
36	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6428	G6428_20240225_063000.WAV	27.0	30.0	NA	NA	NA	0	NA
37	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6384	G6384_20240219_110000.WAV	30.0	33.0	NA	NA	NA	0	NA
38	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6428	G6428_20240214_120000.WAV	18.0	21.0	NA	NA	NA	0	NA
39	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6428	G6428_20240221_080000.WAV	0.0	3.0	NA	NA	NA	0	NA
40	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6428	G6428_20240226_153000.WAV	45.0	48.0	NA	NA	NA	0	NA
41	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6465	G6465_20240215_170000.WAV	12.0	15.0	NA	NA	NA	0	NA
42	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6384	G6384_20240227_110000.WAV	30.0	33.0	NA	NA	NA	0	NA
43	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6465	G6465_20240215_170000.WAV	30.0	33.0	NA	NA	NA	0	NA
44	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6394	G6394_20240224_173000.WAV	48.0	51.0	NA	NA	NA	0	NA
45	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6376	G6376_20240213_083000.WAV	36.0	39.0	NA	NA	NA	0	NA
46	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6464	G6464_20240226_120000.WAV	18.0	21.0	NA	NA	NA	0	NA
47	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6376	G6376_20240213_083000.WAV	42.0	45.0	NA	NA	NA	0	NA
48	Spectrogram 1	1	0	3	0	White-throated Toucan	Ramphastos tucanus		G6427	G6427_20240211_180000.WAV	27.0	30.0	NA	NA	NA	0	NA
