Secuencia2022,Orden2022,Familia2022,Nombre.2022,Estado2022,Actualización,Clements2024_English_Name,Clements2024_Scientific_Name,Nombre_IUCN_20250426,Nombre_IUCN_20251106,IUCN_category_20251106,IUCN_category_20250426,National_threat,Endemic,Range_restricted_062024,Austral_Migrant,Boreal_Migrant,Resident,Priority,Scientific_name_Clements2021,English_name_Clements2021
1704,Passeriformes,Icteridae,Hypopyrrhus pyrohypogaster,Residente Endémica,,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,Hypopyrrhus pyrohypogaster,Hypopyrrhus pyrohypogaster,VU,VU,VU,TRUE,FALSE,,,TRUE,1,Hypopyrrhus pyrohypogaster,Red-bellied Grackle
1706,Passeriformes,Icteridae,Macroagelaius subalaris,Residente Endémica,,Mountain Grackle,Macroagelaius subalaris,Macroagelaius subalaris,Macroagelaius subalaris,EN,EN,EN,TRUE,TRUE,,,TRUE,1,Macroagelaius subalaris,Mountain Grackle
1728,Passeriformes,Parulidae,Setophaga cerulea,Migratorio Boreal,,Cerulean Warbler,Setophaga cerulea,Setophaga cerulea,Setophaga cerulea,NT,NT,VU,FALSE,FALSE,,TRUE,,1,Setophaga cerulea,Cerulean Warbler
1746,Passeriformes,Parulidae,Myiothlypis basilica,Residente Endémica,,Santa Marta Warbler,Myiothlypis basilica,Myiothlypis basilica,Myiothlypis basilica,NT,NT,EN,TRUE,TRUE,,,TRUE,1,Myiothlypis basilica,Santa Marta Warbler
1750,Passeriformes,Parulidae,Myiothlypis chrysogaster,Residente,,Choco Warbler,Myiothlypis chlorophrys,Myiothlypis chlorophrys,Myiothlypis chlorophrys,LC,LC,,FALSE,TRUE,,,TRUE,1,Myiothlypis chrysogaster,Golden-bellied Warbler
1751,Passeriformes,Parulidae,Myiothlypis conspicillata,Residente Endémica,,White-lored Warbler,Myiothlypis conspicillata,Myiothlypis conspicillata,Myiothlypis conspicillata,NT,NT,VU,TRUE,TRUE,,,TRUE,1,Myiothlypis conspicillata,White-lored Warbler
1756,Passeriformes,Parulidae,Basileuterus ignotus,Residente,,Pirre Warbler,Basileuterus ignotus,Basileuterus ignotus,Basileuterus ignotus,VU,VU,EN,FALSE,FALSE,,,TRUE,1,Basileuterus ignotus,Pirre Warbler
1761,Passeriformes,Parulidae,Myioborus flavivertex,Residente Endémica,,Yellow-crowned Redstart,Myioborus flavivertex,Myioborus flavivertex,Myioborus flavivertex,LC,LC,,TRUE,TRUE,,,TRUE,1,Myioborus flavivertex,Yellow-crowned Redstart
1762,Passeriformes,Parulidae,Myioborus ornatus,Residente,,Golden-fronted Redstart,Myioborus ornatus,Myioborus ornatus,Myioborus ornatus,LC,LC,,FALSE,TRUE,,,TRUE,1,Myioborus ornatus,Golden-fronted Redstart
1772,Passeriformes,Cardinalidae,Habia gutturalis,Residente Endémica,,Sooty Ant-Tanager,Driophlox gutturalis,Habia gutturalis,Habia gutturalis,LC,LC,,TRUE,TRUE,,,TRUE,1,Habia gutturalis,Sooty Ant-Tanager
1773,Passeriformes,Cardinalidae,Habia cristata,Residente Endémica,,Crested Ant-Tanager,Driophlox cristata,Habia cristata,Habia cristata,LC,LC,,TRUE,TRUE,,,TRUE,1,Habia cristata,Crested Ant-Tanager
1781,Passeriformes,Cardinalidae,Cardinalis phoeniceus,Residente,,Vermilion Cardinal,Cardinalis phoeniceus,Cardinalis phoeniceus,Cardinalis phoeniceus,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Cardinalis phoeniceus,Vermilion Cardinal
1792,Passeriformes,Thraupidae,Sericossypha albocristata,Residente,,White-capped Tanager,Sericossypha albocristata,Sericossypha albocristata,Sericossypha albocristata,VU,VU,,FALSE,TRUE,,,TRUE,1,Sericossypha albocristata,White-capped Tanager
1803,Passeriformes,Thraupidae,Conirostrum margaritae,Residente,,Pearly-breasted Conebill,Conirostrum margaritae,Conirostrum margaritae,Conirostrum margaritae,VU,VU,,FALSE,FALSE,,,TRUE,1,Conirostrum margaritae,Pearly-breasted Conebill
1819,Passeriformes,Thraupidae,Diglossa gloriosissima,Residente Endémica,,Chestnut-bellied Flowerpiercer,Diglossa gloriosissima,Diglossa gloriosissima,Diglossa gloriosissima,NT,NT,VU,TRUE,TRUE,,,TRUE,1,Diglossa gloriosissima,Chestnut-bellied Flowerpiercer
1824,Passeriformes,Thraupidae,Diglossa indigotica,Residente,,Indigo Flowerpiercer,Diglossa indigotica,Diglossa indigotica,Diglossa indigotica,LC,LC,,FALSE,TRUE,,,TRUE,1,Diglossa indigotica,Indigo Flowerpiercer
1832,Passeriformes,Thraupidae,Creurgops verticalis,Residente,,Rufous-crested Tanager,Creurgops verticalis,Creurgops verticalis,Creurgops verticalis,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Creurgops verticalis,Rufous-crested Tanager
1856,Passeriformes,Thraupidae,Dacnis hartlaubi,Residente Endémica,,Turquoise Dacnis,Dacnis hartlaubi,Dacnis hartlaubi,Dacnis hartlaubi,NT,NT,VU,TRUE,TRUE,,,TRUE,1,Dacnis hartlaubi,Turquoise Dacnis
1860,Passeriformes,Thraupidae,Dacnis berlepschi,Residente,,Scarlet-breasted Dacnis,Dacnis berlepschi,Dacnis berlepschi,Dacnis berlepschi,LC,VU,,FALSE,FALSE,,,TRUE,1,Dacnis berlepschi,Scarlet-breasted Dacnis
1886,Passeriformes,Thraupidae,Saltator cinctus,Residente,,Masked Saltator,Saltator cinctus,Saltator cinctus,Saltator cinctus,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Saltator cinctus,Masked Saltator
1889,Passeriformes,Thraupidae,Pseudospingus verticalis,Residente,,Black-headed Hemispingus,Pseudospingus verticalis,Pseudospingus verticalis,Pseudospingus verticalis,LC,LC,,FALSE,TRUE,,,TRUE,1,Pseudospingus verticalis,Black-headed Hemispingus
1898,Passeriformes,Thraupidae,Urothraupis stolzmanni,Residente,,Black-backed Bush Tanager,Urothraupis stolzmanni,Urothraupis stolzmanni,Urothraupis stolzmanni,LC,LC,,FALSE,TRUE,,,TRUE,1,Urothraupis stolzmanni,Black-backed Bush Tanager
1904,Passeriformes,Thraupidae,Chlorochrysa phoenicotis,Residente,,Glistening-green Tanager,Chlorochrysa phoenicotis,Chlorochrysa phoenicotis,Chlorochrysa phoenicotis,LC,LC,,FALSE,TRUE,,,TRUE,1,Chlorochrysa phoenicotis,Glistening-green Tanager
1906,Passeriformes,Thraupidae,Chlorochrysa nitidissima,Residente Endémica,,Multicolored Tanager,Chlorochrysa nitidissima,Chlorochrysa nitidissima,Chlorochrysa nitidissima,NT,NT,VU,TRUE,TRUE,,,TRUE,1,Chlorochrysa nitidissima,Multicolored Tanager
1912,Passeriformes,Thraupidae,Iridosornis porphyrocephalus,Residente,,Purplish-mantled Tanager,Iridosornis porphyrocephalus,Iridosornis porphyrocephalus,Iridosornis porphyrocephalus,NT,NT,,FALSE,TRUE,,,TRUE,1,Iridosornis porphyrocephalus,Purplish-mantled Tanager
1917,Passeriformes,Thraupidae,Anisognathus melanogenys,Residente Endémica,,Black-cheeked Mountain Tanager,Anisognathus melanogenys,Anisognathus melanogenys,Anisognathus melanogenys,LC,LC,,TRUE,TRUE,,,TRUE,1,Anisognathus melanogenys,Black-cheeked Mountain Tanager
1921,Passeriformes,Thraupidae,Anisognathus notabilis,Residente,,Black-chinned Mountain Tanager,Anisognathus notabilis,Anisognathus notabilis,Anisognathus notabilis,LC,LC,,FALSE,TRUE,,,TRUE,1,Anisognathus notabilis,Black-chinned Mountain Tanager
1923,Passeriformes,Thraupidae,Tephrophilus wetmorei,Residente,,Masked Mountain Tanager,Tephrophilus wetmorei,Tephrophilus wetmorei,Tephrophilus wetmorei,VU,VU,VU,FALSE,TRUE,,,TRUE,1,Tephrophilus wetmorei,Masked Mountain Tanager
1928,Passeriformes,Thraupidae,Bangsia melanochlamys,Residente Endémica,,Black-and-gold Tanager,Bangsia melanochlamys,Bangsia melanochlamys,Bangsia melanochlamys,LC,VU,VU,TRUE,TRUE,,,TRUE,1,Bangsia melanochlamys,Black-and-gold Tanager
1929,Passeriformes,Thraupidae,Bangsia rothschildi,Residente,,Golden-chested Tanager,Bangsia rothschildi,Bangsia rothschildi,Bangsia rothschildi,LC,LC,,FALSE,TRUE,,,TRUE,1,Bangsia rothschildi,Golden-chested Tanager
1930,Passeriformes,Thraupidae,Bangsia edwardsi,Residente,,Moss-backed Tanager,Bangsia edwardsi,Bangsia edwardsi,Bangsia edwardsi,LC,LC,NT,FALSE,TRUE,,,TRUE,1,Bangsia edwardsi,Moss-backed Tanager
1931,Passeriformes,Thraupidae,Bangsia aureocincta,Residente Endémica,,Gold-ringed Tanager,Bangsia aureocincta,Bangsia aureocincta,Bangsia aureocincta,VU,VU,VU,TRUE,TRUE,,,TRUE,1,Bangsia aureocincta,Gold-ringed Tanager
1932,Passeriformes,Thraupidae,Bangsia flavovirens,Residente,,Yellow-green Tanager,Bangsia flavovirens,Bangsia flavovirens,Bangsia flavovirens,VU,VU,VU,FALSE,TRUE,,,TRUE,1,Bangsia flavovirens,Yellow-green Tanager
1944,Passeriformes,Thraupidae,Tangara fucosa,Hipotética,,Green-naped Tanager,Tangara fucosa,Tangara fucosa,Tangara fucosa,LC,LC,VU,FALSE,FALSE,,,,1,Tangara fucosa,Green-naped Tanager
1960,Passeriformes,Thraupidae,Tangara florida,Residente,,Emerald Tanager,Tangara florida,Tangara florida,Tangara florida,LC,LC,,FALSE,TRUE,,,TRUE,1,Tangara florida,Emerald Tanager
1966,Passeriformes,Thraupidae,Ixothraupis rufigula,Residente,,Rufous-throated Tanager,Ixothraupis rufigula,Tangara rufigula,Tangara rufigula,LC,LC,,FALSE,TRUE,,,TRUE,1,Ixothraupis rufigula,Rufous-throated Tanager
