original_file,segment_file,Start_time (s),End_time (s),Clements2024_Scientific_Name,Confidence,latitude,longitude,project,locality,punto,municipality,timestamp,aru_type,recorder,habitat
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250622_071500.WAV,./Calima/Validation_1to5/random100_perch/Odontophorus_hyperythrus/2480708_445B1132_20250622_071500.flac,55,60,Odontophorus hyperythrus,0.548319,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250622_071500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_25_202504_CA33/CB647E8D_20250419_080500.WAV,./Calima/Validation_1to5/random100_perch/Vireo_olivaceus/1387807_CB647E8D_20250419_080500.flac,15,20,Vireo olivaceus,0.015123989,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250419_080500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_25_202506_CA33/CB647E8D_20250611_045500.WAV,./Calima/Validation_1to5/random100_perch/Grallaria_saturata/2580083_CB647E8D_20250611_045500.flac,35,40,Grallaria saturata,0.16924897,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250611_045500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_16_202506_CA25/019308C2_20250609_171000.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_alnorum/2171223_019308C2_20250609_171000.flac,10,15,Empidonax alnorum,0.053519674,3.96591,-76.50415,Calima,Ensueno,16,Darien,20250609_171000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_26_202504_CA32/A6FA48B1_20250416_061500.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_alnorum/1421381_A6FA48B1_20250416_061500.flac,15,20,Empidonax alnorum,0.03264981,4.016158,-76.475501,Calima,ElTesoro,26,Darien,20250416_061500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_20_202505_CA3/660E9F11_20250523_040000.WAV,./Calima/Validation_1to5/random100_perch/Scytalopus_vicinior/1877686_660E9F11_20250523_040000.flac,15,20,Scytalopus vicinior,0.032663446,4.01164,-76.47372,Calima,ElTesoro,20,Darien,20250523_040000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_17_202502_CA26/B45B64F7_20250222_153000.WAV,./Calima/Validation_1to5/random100_perch/Dysithamnus_occidentalis/475930_B45B64F7_20250222_153000.flac,0,5,Dysithamnus occidentalis,0.13804111,3.96801,-76.50336,Calima,Ensueno,17,Darien,20250222_153000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_18_202502_CA28/3B983DB7_20250219_151500.WAV,./Calima/Validation_1to5/random100_perch/Contopus_sordidulus/539321_3B983DB7_20250219_151500.flac,40,45,Contopus sordidulus,0.14160836,4.04101,-76.41603,Calima,Natilla,18,Darien,20250219_151500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_21_202506_CA8/85926BE7_20250626_114500.WAV,./Calima/Validation_1to5/random100_perch/Chlorospingus_semifuscus/2429520_85926BE7_20250626_114500.flac,10,15,Chlorospingus semifuscus,0.041923076,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250626_114500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_17_202507_CA26/B45B64F7_20250701_070500.WAV,./Calima/Validation_1to5/random100_perch/Grallaria_flavotincta/2243911_B45B64F7_20250701_070500.flac,30,35,Grallaria flavotincta,0.043621946,3.96801,-76.50336,Calima,Ensueno,17,Darien,20250701_070500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_5_202501_CA4/9BB2C176_20250121_164000.WAV,./Calima/Validation_1to5/random100_perch/Chaetura_pelagica/143794_9BB2C176_20250121_164000.flac,5,10,Chaetura pelagica,0.060475487,,,Calima,Tesoro,5,Darien,20250121_114000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_21_202505_CA8/85926BE7_20250526_194500.WAV,./Calima/Validation_1to5/random100_perch/Lurocalis_semitorquatus/1915975_85926BE7_20250526_194500.flac,30,35,Lurocalis semitorquatus,0.020301653,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250526_194500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_17_202504_CA26/B45B64F7_20250405_094000.WAV,./Calima/Validation_1to5/random100_perch/Vireo_olivaceus/1116655_B45B64F7_20250405_094000.flac,10,15,Vireo olivaceus,0.04137208,3.96801,-76.50336,Calima,Ensueno,17,Darien,20250405_094000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_1_202411_CA3/660E9F11_20241118_225000.WAV,./Calima/Validation_1to5/random100_perch/Pandion_haliaetus/7237_660E9F11_20241118_225000.flac,25,30,Pandion haliaetus,0.070460536,3.965702,-76.502422,Calima,Ensueno,1,Darien,20241118_175000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_3_202412_CA3/660E9F11_20241219_123000.WAV,./Calima/Validation_1to5/random100_perch/Hirundo_rustica/47296_660E9F11_20241219_123000.flac,5,10,Hirundo rustica,0.08002149,3.908712,-76.605568,Calima,RioBravo,3,Darien,20241219_073000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_17_202505_CA26/B45B64F7_20250524_145500.WAV,./Calima/Validation_1to5/random100_perch/Catharus_minimus/1805067_B45B64F7_20250524_145500.flac,25,30,Catharus minimus,0.020773519,3.96801,-76.50336,Calima,Ensueno,17,Darien,20250524_145500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_16_202504_CA25/019308C2_20250410_095500.WAV,./Calima/Validation_1to5/random100_perch/Antrostomus_carolinensis/1070342_019308C2_20250410_095500.flac,35,40,Antrostomus carolinensis,0.07284683,3.96591,-76.50415,Calima,Ensueno,16,Darien,20250410_095500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_27_202504_CA6/352F4986_20250410_121500.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_alnorum/1480575_352F4986_20250410_121500.flac,35,40,Empidonax alnorum,0.028629417,3.911739,-76.607379,Calima,RioBravo,27,Darien,20250410_121500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_21_202504_CA8/85926BE7_20250409_161000.WAV,./Calima/Validation_1to5/random100_perch/Aburria_aburri/1243016_85926BE7_20250409_161000.flac,55,60,Aburria aburri,0.022043163,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250409_161000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_14_202502_M2/1E57904A_20250215_082000.WAV,./Calima/Validation_1to5/random100_perch/Vermivora_chrysoptera/258032_1E57904A_20250215_082000.flac,45,50,Vermivora chrysoptera,0.12108813,3.96468,-76.50728,Calima,Ensueno,14,Darien,20250215_082000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_27_202504_CA6/352F4986_20250415_182000.WAV,./Calima/Validation_1to5/random100_perch/Lophostrix_cristata/1492964_352F4986_20250415_182000.flac,5,10,Lophostrix cristata,0.024892168,3.911739,-76.607379,Calima,RioBravo,27,Darien,20250415_182000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250628_172000.WAV,./Calima/Validation_1to5/random100_perch/Cyanoloxia_cyanoides/2495977_445B1132_20250628_172000.flac,20,25,Cyanoloxia cyanoides,0.034781877,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250628_172000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_22_202505_CA5/445B1132_20250518_173500.WAV,./Calima/Validation_1to5/random100_perch/Lipaugus_unirufus/1964180_445B1132_20250518_173500.flac,15,20,Lipaugus unirufus,0.07650475,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250518_173500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_5_202412_CA4/9BB2C176_20241201_131500.WAV,./Calima/Validation_1to5/random100_perch/Vireo_olivaceus/138321_9BB2C176_20241201_131500.flac,55,60,Vireo olivaceus,0.052575186,3.965504,-76.413462,Calima,Tesoro,5,Darien,20241201_081500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_3_202412_CA3/660E9F11_20241215_152000.WAV,./Calima/Validation_1to5/random100_perch/Ixothraupis_rufigula/38489_660E9F11_20241215_152000.flac,10,15,Ixothraupis rufigula,0.08083438,3.908712,-76.605568,Calima,RioBravo,3,Darien,20241215_102000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_16_202504_CA25/019308C2_20250406_101000.WAV,./Calima/Validation_1to5/random100_perch/Grallaria_guatimalensis/1061158_019308C2_20250406_101000.flac,10,15,Grallaria guatimalensis,0.093201324,3.96591,-76.50415,Calima,Ensueno,16,Darien,20250406_101000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_23_202502_CA29/E0E5570B_20250202_101000.WAV,./Calima/Validation_1to5/random100_perch/Coccyzus_erythropthalmus/816457_E0E5570B_20250202_101000.flac,0,5,Coccyzus erythropthalmus,0.13687988,4.00779,-76.47462,Calima,ElTesoro,23,Darien,20250202_101000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250216_180000.WAV,./Calima/Validation_1to5/random100_perch/Ara_militaris/906122_A6B8FF18_20250216_180000.flac,55,60,Ara militaris,0.06464784,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250216_180000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_25_202505_CA33/CB647E8D_20250522_101000.WAV,./Calima/Validation_1to5/random100_perch/Chaetura_pelagica/2028325_CB647E8D_20250522_101000.flac,25,30,Chaetura pelagica,0.05083628,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250522_101000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_28_202504_CA30/40A35F8D_20250409_050000.WAV,./Calima/Validation_1to5/random100_perch/Lurocalis_semitorquatus/1533804_40A35F8D_20250409_050000.flac,50,55,Lurocalis semitorquatus,0.10358825,3.910672,-76.606713,Calima,RioBravo,28,Darien,20250409_050000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_27_202504_CA6/352F4986_20250417_170000.WAV,./Calima/Validation_1to5/random100_perch/Bartramia_longicauda/1497388_352F4986_20250417_170000.flac,45,50,Bartramia longicauda,0.21656217,3.911739,-76.607379,Calima,RioBravo,27,Darien,20250417_170000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250216_141500.WAV,./Calima/Validation_1to5/random100_perch/Piranga_rubra/905575_A6B8FF18_20250216_141500.flac,20,25,Piranga rubra,0.14190571,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250216_141500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202501_CA27/A6B8FF18_20250131_172500.WAV,./Calima/Validation_1to5/random100_perch/Parkesia_noveboracensis/869180_A6B8FF18_20250131_172500.flac,10,15,Parkesia noveboracensis,0.050676197,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250131_172500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_17_202507_CA26/B45B64F7_20250708_053000.WAV,./Calima/Validation_1to5/random100_perch/Piranga_olivacea/2259808_B45B64F7_20250708_053000.flac,20,25,Piranga olivacea,0.02447326,3.96801,-76.50336,Calima,Ensueno,17,Darien,20250708_053000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_25_202506_CA33/CB647E8D_20250604_170500.WAV,./Calima/Validation_1to5/random100_perch/Laterallus_melanophaius/2059267_CB647E8D_20250604_170500.flac,5,10,Laterallus melanophaius,0.04270835,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250604_170500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_15_202502_01N/4A238C69_20250207_095000.WAV,./Calima/Validation_1to5/random100_perch/Pharomachrus_auriceps/301564_4A238C69_20250207_095000.flac,15,20,Pharomachrus auriceps,0.567853,3.96796,-76.50595,Calima,Ensueno,15,Darien,20250207_095000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250213_082000.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_virescens/897815_A6B8FF18_20250213_082000.flac,30,35,Empidonax virescens,0.10874329,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250213_082000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_20_202504_CA3/660E9F11_20250418_124500.WAV,./Calima/Validation_1to5/random100_perch/Myioborus_ornatus/1201357_660E9F11_20250418_124500.flac,5,10,Myioborus ornatus,0.023562461,4.01164,-76.47372,Calima,ElTesoro,20,Darien,20250418_124500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_22_202504_CA5/445B1132_20250430_043000.WAV,./Calima/Validation_1to5/random100_perch/Coccyzus_erythropthalmus/1327990_445B1132_20250430_043000.flac,20,25,Coccyzus erythropthalmus,0.045173958,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250430_043000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250206_120500.WAV,./Calima/Validation_1to5/random100_perch/Catharus_ustulatus/882239_A6B8FF18_20250206_120500.flac,55,60,Catharus ustulatus,0.040408723,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250206_120500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_6_202412_CA4/9BB2C176_20241220_203500.WAV,./Calima/Validation_1to5/random100_perch/Hydropsalis_cayennensis/180823_9BB2C176_20241220_203500.flac,50,55,Hydropsalis cayennensis,0.04040741,3.908615,-76.60555,Calima,RioBravo,6,Darien,20241220_153500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250211_153000.WAV,./Calima/Validation_1to5/random100_perch/Machaeropterus_deliciosus/894237_A6B8FF18_20250211_153000.flac,10,15,Machaeropterus deliciosus,0.111828424,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250211_153000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_19_202506_CA1/0DCAD56D_20250616_165500.WAV,./Calima/Validation_1to5/random100_perch/Aburria_aburri/2282649_0DCAD56D_20250616_165500.flac,45,50,Aburria aburri,0.014570312,4.00888,-76.48257,Calima,ElTesoro,19,Darien,20250616_165500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_21_202506_CA8/85926BE7_20250629_155000.WAV,./Calima/Validation_1to5/random100_perch/Pipreola_jucunda/2437025_85926BE7_20250629_155000.flac,35,40,Pipreola jucunda,0.051502913,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250629_155000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_18_202502_CA28/3B983DB7_20250205_080000.WAV,./Calima/Validation_1to5/random100_perch/Mniotilta_varia/506034_3B983DB7_20250205_080000.flac,25,30,Mniotilta varia,0.038129866,4.04101,-76.41603,Calima,Natilla,18,Darien,20250205_080000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_6_202412_CA4/9BB2C176_20241226_115000.WAV,./Calima/Validation_1to5/random100_perch/Piranga_rubra/193379_9BB2C176_20241226_115000.flac,10,15,Piranga rubra,0.038267005,3.908615,-76.60555,Calima,RioBravo,6,Darien,20241226_065000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_27_202504_CA6/352F4986_20250425_102500.WAV,./Calima/Validation_1to5/random100_perch/Coccyzus_erythropthalmus/1514865_352F4986_20250425_102500.flac,15,20,Coccyzus erythropthalmus,0.117860146,3.911739,-76.607379,Calima,RioBravo,27,Darien,20250425_102500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_22_202504_CA5/445B1132_20250403_154500.WAV,./Calima/Validation_1to5/random100_perch/Chlorospingus_semifuscus/1267406_445B1132_20250403_154500.flac,20,25,Chlorospingus semifuscus,0.0165373,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250403_154500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250627_154000.WAV,./Calima/Validation_1to5/random100_perch/Protonotaria_citrea/2493436_445B1132_20250627_154000.flac,35,40,Protonotaria citrea,0.013223359,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250627_154000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_15_202505_01N/4A238C69_20250520_121000.WAV,./Calima/Validation_1to5/random100_perch/Setophaga_cerulea/1678427_4A238C69_20250520_121000.flac,25,30,Setophaga cerulea,0.07183323,3.96796,-76.50595,Calima,Ensueno,15,Darien,20250520_121000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_19_202505_CA1/0DCAD56D_20250511_082500.WAV,./Calima/Validation_1to5/random100_perch/Setophaga_fusca/1840945_0DCAD56D_20250511_082500.flac,10,15,Setophaga fusca,0.055252828,4.00888,-76.48257,Calima,ElTesoro,19,Darien,20250511_082500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_3_202412_CA3/660E9F11_20241229_192500.WAV,./Calima/Validation_1to5/random100_perch/Progne_subis/71334_660E9F11_20241229_192500.flac,15,20,Progne subis,0.07289069,3.908712,-76.605568,Calima,RioBravo,3,Darien,20241229_142500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_18_202502_CA28/3B983DB7_20250202_072000.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_alnorum/499031_3B983DB7_20250202_072000.flac,30,35,Empidonax alnorum,0.125444,4.04101,-76.41603,Calima,Natilla,18,Darien,20250202_072000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_25_202506_CA33/CB647E8D_20250622_091000.WAV,./Calima/Validation_1to5/random100_perch/Scytalopus_alvarezlopezi/2606024_CB647E8D_20250622_091000.flac,45,50,Scytalopus alvarezlopezi,0.4187755,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250622_091000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250627_091000.WAV,./Calima/Validation_1to5/random100_perch/Anisognathus_notabilis/2492504_445B1132_20250627_091000.flac,55,60,Anisognathus notabilis,0.016995339,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250627_091000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_25_202506_CA33/CB647E8D_20250601_155000.WAV,./Calima/Validation_1to5/random100_perch/Antrostomus_carolinensis/2052182_CB647E8D_20250601_155000.flac,40,45,Antrostomus carolinensis,0.047118485,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250601_155000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_16_202502_CA25/019308C2_20250203_071000.WAV,./Calima/Validation_1to5/random100_perch/Vireo_flavoviridis/365448_019308C2_20250203_071000.flac,20,25,Vireo flavoviridis,0.03876451,3.96591,-76.50415,Calima,Ensueno,16,Darien,20250203_071000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_25_202506_CA33/CB647E8D_20250604_164500.WAV,./Calima/Validation_1to5/random100_perch/Contopus_virens/2059225_CB647E8D_20250604_164500.flac,35,40,Contopus virens,0.04175565,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250604_164500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_19_202504_CA1/0DCAD56D_20250404_133000.WAV,./Calima/Validation_1to5/random100_perch/Chlorospingus_semifuscus/1152649_0DCAD56D_20250404_133000.flac,50,55,Chlorospingus semifuscus,0.038518425,4.00888,-76.48257,Calima,ElTesoro,19,Darien,20250404_133000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_23_202504_CA29/E0E5570B_20250405_111500.WAV,./Calima/Validation_1to5/random100_perch/Setophaga_pensylvanica/1338612_E0E5570B_20250405_111500.flac,30,35,Setophaga pensylvanica,0.031948015,4.00779,-76.47462,Calima,ElTesoro,23,Darien,20250405_111500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_21_202507_CA8/85926BE7_20250703_155000.WAV,./Calima/Validation_1to5/random100_perch/Ceratopipra_mentalis/2446237_85926BE7_20250703_155000.flac,20,25,Ceratopipra mentalis,0.018994076,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250703_155000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_14_202504_M2/1E57904A_20250411_064000.WAV,./Calima/Validation_1to5/random100_perch/Piranga_olivacea/949167_1E57904A_20250411_064000.flac,55,60,Piranga olivacea,0.035873674,3.96468,-76.50728,Calima,Ensueno,14,Darien,20250411_064000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_24_202502_CA27/A6B8FF18_20250208_103000.WAV,./Calima/Validation_1to5/random100_perch/Parkesia_noveboracensis/886612_A6B8FF18_20250208_103000.flac,20,25,Parkesia noveboracensis,0.3248855,3.90789,-76.61079,Calima,RioBravo,24,Darien,20250208_103000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_15_202502_01N/4A238C69_20250201_121500.WAV,./Calima/Validation_1to5/random100_perch/Pharomachrus_auriceps/288099_4A238C69_20250201_121500.flac,50,55,Pharomachrus auriceps,0.13012765,3.96796,-76.50595,Calima,Ensueno,15,Darien,20250201_121500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_28_202504_CA30/40A35F8D_20250414_145500.WAV,./Calima/Validation_1to5/random100_perch/Formicarius_rufipectus/1546729_40A35F8D_20250414_145500.flac,30,35,Formicarius rufipectus,0.12055265,3.910672,-76.606713,Calima,RioBravo,28,Darien,20250414_145500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_19_202502_CA1/0DCAD56D_20250226_103500.WAV,./Calima/Validation_1to5/random100_perch/Ceratopipra_erythrocephala/613965_0DCAD56D_20250226_103500.flac,40,45,Ceratopipra erythrocephala,0.031468928,4.00888,-76.48257,Calima,ElTesoro,19,Darien,20250226_103500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_1_202411_CA3/660E9F11_20241120_171500.WAV,./Calima/Validation_1to5/random100_perch/Diglossa_indigotica/11041_660E9F11_20241120_171500.flac,30,35,Diglossa indigotica,0.10208008,3.965702,-76.502422,Calima,Ensueno,1,Darien,20241120_121500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_23_202504_CA29/E0E5570B_20250408_081500.WAV,./Calima/Validation_1to5/random100_perch/Glaucidium_nubicola/1345093_E0E5570B_20250408_081500.flac,35,40,Glaucidium nubicola,0.040658258,4.00779,-76.47462,Calima,ElTesoro,23,Darien,20250408_081500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_26_202505_CA32/A6FA48B1_20250523_155000.WAV,./Calima/Validation_1to5/random100_perch/Micrastur_semitorquatus/2094546_A6FA48B1_20250523_155000.flac,10,15,Micrastur semitorquatus,0.021665744,4.016158,-76.475501,Calima,ElTesoro,26,Darien,20250523_155000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_29_202504_CA2/8E8DF5AB_20250414_172000.WAV,./Calima/Validation_1to5/random100_perch/Ara_militaris/1612073_8E8DF5AB_20250414_172000.flac,25,30,Ara militaris,0.07360916,3.906916,-76.609766,Calima,RioBravo,29,Darien,20250414_172000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_25_202504_CA33/CB647E8D_20250411_180000.WAV,./Calima/Validation_1to5/random100_perch/Habia_rubica/1370827_CB647E8D_20250411_180000.flac,25,30,Habia rubica,0.012292253,4.009018,-76.478116,Calima,ElTesoro,25,Darien,20250411_180000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_20_202502_CA3/660E9F11_20250209_152000.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_traillii/640062_660E9F11_20250209_152000.flac,45,50,Empidonax traillii,0.06769417,4.01164,-76.47372,Calima,ElTesoro,20,Darien,20250209_152000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_15_202502_01N/4A238C69_20250210_154500.WAV,./Calima/Validation_1to5/random100_perch/Vireo_olivaceus/309333_4A238C69_20250210_154500.flac,55,60,Vireo olivaceus,0.049860112,3.96796,-76.50595,Calima,Ensueno,15,Darien,20250210_154500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_21_202506_CA8/85926BE7_20250628_180000.WAV,./Calima/Validation_1to5/random100_perch/Formicarius_rufipectus/2435027_85926BE7_20250628_180000.flac,5,10,Formicarius rufipectus,0.7657099,4.00893,-76.48253,Calima,ElTesoro,21,Darien,20250628_180000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_20_202502_CA3/660E9F11_20250218_122500.WAV,./Calima/Validation_1to5/random100_perch/Laterallus_melanophaius/660369_660E9F11_20250218_122500.flac,15,20,Laterallus melanophaius,0.047486607,4.01164,-76.47372,Calima,ElTesoro,20,Darien,20250218_122500,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue1/Punto_3_202412_CA3/660E9F11_20241227_192000.WAV,./Calima/Validation_1to5/random100_perch/Icterus_spurius/66711_660E9F11_20241227_192000.flac,0,5,Icterus spurius,0.27287766,3.908712,-76.605568,Calima,RioBravo,3,Darien,20241227_142000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_19_202507_CA1/0DCAD56D_20250703_082000.WAV,./Calima/Validation_1to5/random100_perch/Tyrannus_tyrannus/2320571_0DCAD56D_20250703_082000.flac,10,15,Tyrannus tyrannus,0.024103617,4.00888,-76.48257,Calima,ElTesoro,19,Darien,20250703_082000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue2/Punto_18_202502_CA28/3B983DB7_20250202_102000.WAV,./Calima/Validation_1to5/random100_perch/Coccyzus_erythropthalmus/499464_3B983DB7_20250202_102000.flac,35,40,Coccyzus erythropthalmus,0.021596743,4.04101,-76.41603,Calima,Natilla,18,Darien,20250202_102000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250625_104000.WAV,./Calima/Validation_1to5/random100_perch/Chlorospingus_semifuscus/2488107_445B1132_20250625_104000.flac,30,35,Chlorospingus semifuscus,0.020259146,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250625_104000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_14_202504_M2/1E57904A_20250425_080000.WAV,./Calima/Validation_1to5/random100_perch/Dromococcyx_phasianellus/981609_1E57904A_20250425_080000.flac,40,45,Dromococcyx phasianellus,0.19858576,3.96468,-76.50728,Calima,Ensueno,14,Darien,20250425_080000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue3/Punto_15_202504_01N/4A238C69_20250414_112000.WAV,./Calima/Validation_1to5/random100_perch/Empidonax_alnorum/1014306_4A238C69_20250414_112000.flac,30,35,Empidonax alnorum,0.05889965,3.96796,-76.50595,Calima,Ensueno,15,Darien,20250414_112000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue4/Punto_22_202505_CA5/445B1132_20250518_081000.WAV,./Calima/Validation_1to5/random100_perch/Grallaricula_flavirostris/1962824_445B1132_20250518_081000.flac,15,20,Grallaricula flavirostris,0.056127198,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250518_081000,audiomoth,Jimena Benavides,unknown
./Calima/Despliegue5/Punto_22_202506_CA5/445B1132_20250620_063000.WAV,./Calima/Validation_1to5/random100_perch/Iridosornis_porphyrocephalus/2475987_445B1132_20250620_063000.flac,30,35,Iridosornis porphyrocephalus,0.02559668,4.01209,-76.47209,Calima,ElTesoro,22,Darien,20250620_063000,audiomoth,Jimena Benavides,unknown
