startTime,endTime,speciesName,confidence,mediaID,recorderID,deploymentGroups,projectName,latitude,longitude,deploymentStart,deploymentEnd
12.0,15.0,Zebrilus undulatus,0.2945,G6421_20240218_203000.WAV,G6421,season t1,GEOPARK_PUTUMAYO_2024,0.480966,-76.318115,2024-02-08,2024-03-02
12.0,15.0,Ciccaba virgata,0.1641,G6406_20240302_003000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
9.0,12.0,Piaya melanogaster,0.1812,G6437_20240225_133000.WAV,G6437,season t1,GEOPARK_PUTUMAYO_2024,0.485901,-76.316377,2024-02-09,2024-03-02
36.0,39.0,Heliomaster longirostris,0.1013,G6408_20240301_040000.WAV,G6408,season t1,GEOPARK_PUTUMAYO_2024,0.484805,-76.317756,2024-02-08,2024-03-02
18.0,21.0,Zebrilus undulatus,0.4459,G6403_20240211_193000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
36.0,39.0,Nyctibius grandis,0.1191,G6414_20240229_003000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
57.0,60.0,Zebrilus undulatus,0.3731,G6455_20240221_203000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
36.0,39.0,Zebrilus undulatus,0.1269,G6429_20240218_203000.WAV,G6429,season t1,GEOPARK_PUTUMAYO_2024,0.484917,-76.325309,2024-02-09,2024-03-02
54.0,57.0,Heliomaster longirostris,0.359,G6464_20240222_213000.WAV,G6464,season t1,GEOPARK_PUTUMAYO_2024,0.483653,-76.316732,2024-02-09,2024-03-02
24.0,27.0,Piaya melanogaster,0.1758,G6455_20240221_170000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
6.0,9.0,Heliomaster longirostris,0.6777,G6376_20240226_190000.WAV,G6376,season t1,GEOPARK_PUTUMAYO_2024,0.481171,-76.322907,2024-02-08,2024-03-02
30.0,33.0,Lurocalis semitorquatus,0.1175,G6421_20240216_193000.WAV,G6421,season t1,GEOPARK_PUTUMAYO_2024,0.480966,-76.318115,2024-02-08,2024-03-02
45.0,48.0,Pulsatrix perspicillata,0.1645,G6383_20240218_230000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
24.0,27.0,Ciccaba virgata,0.201,G6467_20240219_020000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
21.0,24.0,Zebrilus undulatus,0.1038,G6419_20240215_163000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
39.0,42.0,Rupornis magnirostris,0.1574,G6408_20240209_160000.WAV,G6408,season t1,GEOPARK_PUTUMAYO_2024,0.484805,-76.317756,2024-02-08,2024-03-02
6.0,9.0,Pulsatrix perspicillata,0.1262,G6418_20240218_193000.WAV,G6418,season t1,GEOPARK_PUTUMAYO_2024,0.50345,-76.322483,2024-02-12,2024-03-02
45.0,48.0,Zebrilus undulatus,0.468,G6403_20240228_213000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
21.0,24.0,Steatornis caripensis,0.1709,G6468_20240207_180000.WAV,G6468,season t1,GEOPARK_PUTUMAYO_2024,0.468108,-76.32182,2024-02-07,2024-03-02
21.0,24.0,Heliomaster longirostris,0.1254,G6437_20240221_213000.WAV,G6437,season t1,GEOPARK_PUTUMAYO_2024,0.485901,-76.316377,2024-02-09,2024-03-02
0.0,3.0,Pulsatrix perspicillata,0.1452,G6395_20240226_210000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
27.0,30.0,Zebrilus undulatus,0.7337,G6383_20240219_190000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
24.0,27.0,Zebrilus undulatus,0.1008,G6383_20240227_190000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
15.0,18.0,Lophostrix cristata,0.1339,G6467_20240221_050000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
21.0,24.0,Ciccaba huhula,0.1065,G6465_20240228_233000.WAV,G6465,season t1,GEOPARK_PUTUMAYO_2024,0.499758,-76.321538,2024-02-13,2024-03-02
51.0,54.0,Myrmothera campanisona,0.1317,G6376_20240229_163000.WAV,G6376,season t1,GEOPARK_PUTUMAYO_2024,0.481171,-76.322907,2024-02-08,2024-03-02
42.0,45.0,Pulsatrix perspicillata,0.1048,G6403_20240225_213000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
15.0,18.0,Zebrilus undulatus,0.5356,G6455_20240207_193000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
0.0,3.0,Crypturellus undulatus,0.1012,G6370_20240226_070000.WAV,G6370,season t1,GEOPARK_PUTUMAYO_2024,0.501763,-76.323853,2024-02-12,2024-03-02
3.0,6.0,Glaucidium brasilianum,0.7189,G6428_20240228_053000.WAV,G6428,season t1,GEOPARK_PUTUMAYO_2024,0.5002,-76.325689,2024-02-13,2024-03-02
39.0,42.0,Nothocrax urumutum,0.1261,G6419_20240212_230000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
18.0,21.0,Nyctidromus albicollis,0.1604,G6414_20240223_200000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
39.0,42.0,Pulsatrix perspicillata,0.12,G6398_20240226_003000.WAV,G6398,season t1,GEOPARK_PUTUMAYO_2024,0.48036,-76.32004,2024-02-08,2024-02-26
12.0,15.0,Crypturellus soui,0.1096,G6455_20240220_060000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
15.0,18.0,Pulsatrix perspicillata,0.1635,G6403_20240228_220000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
54.0,57.0,Turdus hauxwelli,0.1017,G6455_20240213_050000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
39.0,42.0,Ciccaba huhula,0.1142,G6418_20240229_013000.WAV,G6418,season t1,GEOPARK_PUTUMAYO_2024,0.50345,-76.322483,2024-02-12,2024-03-02
0.0,3.0,Tyto alba,0.1517,G6428_20240216_050000.WAV,G6428,season t1,GEOPARK_PUTUMAYO_2024,0.5002,-76.325689,2024-02-13,2024-03-02
15.0,18.0,Pulsatrix perspicillata,0.1041,G6462_20240216_230000.WAV,G6462,season t1,GEOPARK_PUTUMAYO_2024,0.486133,-76.323221,2024-02-08,2024-03-02
24.0,27.0,Chaetura pelagica,0.1643,G6414_20240209_140000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
15.0,18.0,Nothocrax urumutum,0.3704,G6469_20240228_233000.WAV,G6469,season t1,GEOPARK_PUTUMAYO_2024,0.498802,-76.324496,2024-02-13,2024-03-02
45.0,48.0,Cacicus cela,0.3518,G6467_20240226_083000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
45.0,48.0,Laterallus exilis,0.2273,G6383_20240225_180000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
51.0,54.0,Zebrilus undulatus,0.5266,G6462_20240224_200000.WAV,G6462,season t1,GEOPARK_PUTUMAYO_2024,0.486133,-76.323221,2024-02-08,2024-03-02
6.0,9.0,Nyctibius griseus,0.1785,G6445_20240213_060000.WAV,G6445,season t1,GEOPARK_PUTUMAYO_2024,0.498252,-76.327377,2024-02-11,2024-03-03
15.0,18.0,Pulsatrix perspicillata,0.1085,G6421_20240221_043000.WAV,G6421,season t1,GEOPARK_PUTUMAYO_2024,0.480966,-76.318115,2024-02-08,2024-03-02
30.0,33.0,Heliomaster longirostris,0.4884,G6403_20240211_190000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
15.0,18.0,Nyctibius aethereus,0.118,G6383_20240216_010000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
39.0,42.0,Heliomaster longirostris,0.1039,G6383_20240225_203000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
57.0,60.0,Sporophila angolensis,0.1749,G6414_20240218_163000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
24.0,27.0,Ciccaba virgata,0.4218,G6467_20240218_000000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
0.0,3.0,Steatornis caripensis,0.1225,G6455_20240228_230000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
33.0,36.0,Steatornis caripensis,0.1152,G6468_20240213_020000.WAV,G6468,season t1,GEOPARK_PUTUMAYO_2024,0.468108,-76.32182,2024-02-07,2024-03-02
48.0,51.0,Lophostrix cristata,0.1149,G6467_20240216_033000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
27.0,30.0,Ciccaba virgata,0.1034,G6395_20240228_050000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
36.0,39.0,Lophostrix cristata,0.1334,G6414_20240217_233000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
18.0,21.0,Myrmotherula assimilis,0.1301,G6370_20240225_070000.WAV,G6370,season t1,GEOPARK_PUTUMAYO_2024,0.501763,-76.323853,2024-02-12,2024-03-02
45.0,48.0,Crypturellus undulatus,0.379,G6419_20240224_160000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
57.0,60.0,Ciccaba huhula,0.1439,G6404_20240215_223000.WAV,G6404,season t1,GEOPARK_PUTUMAYO_2024,0.497502,-76.322981,2024-02-13,2024-03-02
21.0,24.0,Zebrilus undulatus,0.2859,G6406_20240219_183000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
45.0,48.0,Asio clamator,0.3649,G6414_20240226_023000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
27.0,30.0,Pulsatrix perspicillata,0.2238,G6395_20240229_040000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
57.0,60.0,Pulsatrix perspicillata,0.1068,G6403_20240216_043000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
3.0,6.0,Zebrilus undulatus,0.3938,G6383_20240224_210000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
39.0,42.0,Lurocalis semitorquatus,0.1089,G6465_20240228_203000.WAV,G6465,season t1,GEOPARK_PUTUMAYO_2024,0.499758,-76.321538,2024-02-13,2024-03-02
15.0,18.0,Pulsatrix perspicillata,0.1448,G6418_20240301_050000.WAV,G6418,season t1,GEOPARK_PUTUMAYO_2024,0.50345,-76.322483,2024-02-12,2024-03-02
15.0,18.0,Zebrilus undulatus,0.455,G6455_20240214_200000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
27.0,30.0,Zebrilus undulatus,0.3289,G6376_20240301_203000.WAV,G6376,season t1,GEOPARK_PUTUMAYO_2024,0.481171,-76.322907,2024-02-08,2024-03-02
57.0,60.0,Lurocalis semitorquatus,0.2533,G6395_20240215_223000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
39.0,42.0,Lophostrix cristata,0.1153,G6467_20240213_003000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
18.0,21.0,Zebrilus undulatus,0.1587,G6403_20240228_000000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
12.0,15.0,Megascops watsonii,0.1033,G6460_20240212_230000.WAV,G6460,season t1,GEOPARK_PUTUMAYO_2024,0.501673,-76.325554,2024-02-12,2024-03-02
45.0,48.0,Nyctibius griseus,0.1415,G6413_20240213_040000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
51.0,54.0,Nothocrax urumutum,0.1018,G6419_20240220_233000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
36.0,39.0,Heliomaster longirostris,0.415,G6383_20240227_213000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
54.0,57.0,Schiffornis turdina,0.16,G6408_20240211_143000.WAV,G6408,season t1,GEOPARK_PUTUMAYO_2024,0.484805,-76.317756,2024-02-08,2024-03-02
12.0,15.0,Nyctibius griseus,0.1023,G6404_20240222_230000.WAV,G6404,season t1,GEOPARK_PUTUMAYO_2024,0.497502,-76.322981,2024-02-13,2024-03-02
30.0,33.0,Ciccaba huhula,0.1343,G6384_20240221_043000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
12.0,15.0,Nyctibius griseus,0.1538,G6398_20240215_020000.WAV,G6398,season t1,GEOPARK_PUTUMAYO_2024,0.48036,-76.32004,2024-02-08,2024-02-26
3.0,6.0,Pulsatrix perspicillata,0.1975,G6394_20240211_213000.WAV,G6394,season t1,GEOPARK_PUTUMAYO_2024,0.47208,-76.3288,2024-02-07,2024-03-02
12.0,15.0,Nyctibius griseus,0.1285,G6403_20240222_030000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
18.0,21.0,Tinamus major,0.1713,G6437_20240213_223000.WAV,G6437,season t1,GEOPARK_PUTUMAYO_2024,0.485901,-76.316377,2024-02-09,2024-03-02
9.0,12.0,Megascops watsonii,0.1367,G6384_20240225_043000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
33.0,36.0,Steatornis caripensis,0.1219,G6455_20240229_020000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
0.0,3.0,Lophostrix cristata,0.2669,G6414_20240208_033000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
21.0,24.0,Pulsatrix perspicillata,0.1635,G6381_20240302_000000.WAV,G6381,season t1,GEOPARK_PUTUMAYO_2024,0.467902,-76.324046,2024-02-07,2024-03-02
24.0,27.0,Pulsatrix perspicillata,0.1589,G6403_20240210_020000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
27.0,30.0,Ciccaba virgata,0.1245,G6469_20240226_193000.WAV,G6469,season t1,GEOPARK_PUTUMAYO_2024,0.498802,-76.324496,2024-02-13,2024-03-02
12.0,15.0,Ortalis guttata,0.1126,G6421_20240218_080000.WAV,G6421,season t1,GEOPARK_PUTUMAYO_2024,0.480966,-76.318115,2024-02-08,2024-03-02
45.0,48.0,Zebrilus undulatus,0.1312,G6383_20240221_190000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
45.0,48.0,Pulsatrix perspicillata,0.2043,G6408_20240219_013000.WAV,G6408,season t1,GEOPARK_PUTUMAYO_2024,0.484805,-76.317756,2024-02-08,2024-03-02
0.0,3.0,Zebrilus undulatus,0.2459,G6455_20240211_210000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
6.0,9.0,Pulsatrix perspicillata,0.1005,G6413_20240226_013000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
18.0,21.0,Heliomaster longirostris,0.4921,G6403_20240213_190000.WAV,G6403,season t1,GEOPARK_PUTUMAYO_2024,0.487424,-76.318568,2024-02-09,2024-03-02
27.0,30.0,Pulsatrix perspicillata,0.1246,G6413_20240221_220000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
15.0,18.0,Lophostrix cristata,0.1435,G6418_20240227_010000.WAV,G6418,season t1,GEOPARK_PUTUMAYO_2024,0.50345,-76.322483,2024-02-12,2024-03-02
57.0,60.0,Lophostrix cristata,0.1192,G6414_20240228_210000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
18.0,21.0,Pulsatrix perspicillata,0.2518,G6395_20240226_010000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
57.0,60.0,Ciccaba huhula,0.1135,G6384_20240226_190000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
39.0,42.0,Lurocalis semitorquatus,0.1306,G6384_20240211_210000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
9.0,12.0,Psarocolius angustifrons,0.6854,G6414_20240227_170000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
48.0,51.0,Ciccaba virgata,0.1548,G6413_20240215_043000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
33.0,36.0,Pulsatrix perspicillata,0.141,G6383_20240226_013000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
33.0,36.0,Pulsatrix perspicillata,0.148,G6383_20240218_003000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
3.0,6.0,Ceratopipra erythrocephala,0.3736,G6406_20240213_140000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
18.0,21.0,Myrmothera campanisona,0.1666,G6376_20240214_143000.WAV,G6376,season t1,GEOPARK_PUTUMAYO_2024,0.481171,-76.322907,2024-02-08,2024-03-02
12.0,15.0,Ceratopipra erythrocephala,0.1236,G6406_20240215_120000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
9.0,12.0,Zebrilus undulatus,0.4859,G6394_20240211_200000.WAV,G6394,season t1,GEOPARK_PUTUMAYO_2024,0.47208,-76.3288,2024-02-07,2024-03-02
42.0,45.0,Lurocalis semitorquatus,0.2121,G6437_20240215_230000.WAV,G6437,season t1,GEOPARK_PUTUMAYO_2024,0.485901,-76.316377,2024-02-09,2024-03-02
54.0,57.0,Nothocrax urumutum,0.237,G6413_20240209_190000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
9.0,12.0,Nothocrax urumutum,0.2312,G6465_20240220_233000.WAV,G6465,season t1,GEOPARK_PUTUMAYO_2024,0.499758,-76.321538,2024-02-13,2024-03-02
15.0,18.0,Crypturellus undulatus,0.4735,G6465_20240216_080000.WAV,G6465,season t1,GEOPARK_PUTUMAYO_2024,0.499758,-76.321538,2024-02-13,2024-03-02
9.0,12.0,Ciccaba virgata,0.2438,G6395_20240226_020000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
33.0,36.0,Pulsatrix perspicillata,0.1731,G6376_20240227_210000.WAV,G6376,season t1,GEOPARK_PUTUMAYO_2024,0.481171,-76.322907,2024-02-08,2024-03-02
15.0,18.0,Ciccaba huhula,0.1675,G6469_20240227_220000.WAV,G6469,season t1,GEOPARK_PUTUMAYO_2024,0.498802,-76.324496,2024-02-13,2024-03-02
3.0,6.0,Ciccaba virgata,0.1957,G7276_20240222_043000.WAV,G7276,season t1,GEOPARK_PUTUMAYO_2024,0.496634,-76.327401,2024-02-11,2024-03-03
27.0,30.0,Ciccaba virgata,0.1533,G7276_20240301_030000.WAV,G7276,season t1,GEOPARK_PUTUMAYO_2024,0.496634,-76.327401,2024-02-11,2024-03-03
39.0,42.0,Tinamus major,0.135,G6381_20240218_170000.WAV,G6381,season t1,GEOPARK_PUTUMAYO_2024,0.467902,-76.324046,2024-02-07,2024-03-02
27.0,30.0,Vanellus chilensis,0.9229,G6462_20240210_080000.WAV,G6462,season t1,GEOPARK_PUTUMAYO_2024,0.486133,-76.323221,2024-02-08,2024-03-02
12.0,15.0,Pulsatrix perspicillata,0.1318,G6395_20240214_053000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
36.0,39.0,Heliomaster longirostris,0.1302,G6467_20240228_190000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
48.0,51.0,Ciccaba virgata,0.1028,G6406_20240211_050000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
54.0,57.0,Pulsatrix perspicillata,0.1768,G6381_20240215_213000.WAV,G6381,season t1,GEOPARK_PUTUMAYO_2024,0.467902,-76.324046,2024-02-07,2024-03-02
33.0,36.0,Pulsatrix perspicillata,0.1263,G6429_20240214_203000.WAV,G6429,season t1,GEOPARK_PUTUMAYO_2024,0.484917,-76.325309,2024-02-09,2024-03-02
36.0,39.0,Tyto alba,0.1132,G6419_20240222_143000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
33.0,36.0,Ciccaba virgata,0.102,G6371_20240224_233000.WAV,G6371,season t1,GEOPARK_PUTUMAYO_2024,0.47182,-76.3307,2024-02-07,2024-03-02
12.0,15.0,Nothocrax urumutum,0.1021,G6419_20240228_213000.WAV,G6419,season t1,GEOPARK_PUTUMAYO_2024,0.489046,-76.32233,2024-02-09,2024-03-02
15.0,18.0,Pulsatrix perspicillata,0.1753,G6455_20240210_210000.WAV,G6455,season t1,GEOPARK_PUTUMAYO_2024,0.46971,-76.3285,2024-02-07,2024-03-02
48.0,51.0,Megascops watsonii,0.1016,G6371_20240216_203000.WAV,G6371,season t1,GEOPARK_PUTUMAYO_2024,0.47182,-76.3307,2024-02-07,2024-03-02
57.0,60.0,Nyctiprogne leucopyga,0.1081,G6442_20240218_023000.WAV,G6442,season t1,GEOPARK_PUTUMAYO_2024,0.481959,-76.319523,2024-02-08,2024-03-02
0.0,3.0,Pulsatrix perspicillata,0.1356,G6421_20240223_220000.WAV,G6421,season t1,GEOPARK_PUTUMAYO_2024,0.480966,-76.318115,2024-02-08,2024-03-02
39.0,42.0,Zebrilus undulatus,0.5662,G6468_20240218_190000.WAV,G6468,season t1,GEOPARK_PUTUMAYO_2024,0.468108,-76.32182,2024-02-07,2024-03-02
12.0,15.0,Lurocalis semitorquatus,0.1149,G6437_20240301_050000.WAV,G6437,season t1,GEOPARK_PUTUMAYO_2024,0.485901,-76.316377,2024-02-09,2024-03-02
21.0,24.0,Pulsatrix perspicillata,0.1258,G6413_20240226_213000.WAV,G6413,season t1,GEOPARK_PUTUMAYO_2024,0.465565,-76.326598,2024-02-07,2024-03-02
54.0,57.0,Nyctibius griseus,0.1329,G6429_20240223_050000.WAV,G6429,season t1,GEOPARK_PUTUMAYO_2024,0.484917,-76.325309,2024-02-09,2024-03-02
48.0,51.0,Zebrilus undulatus,0.493,G6383_20240218_230000.WAV,G6383,season t1,GEOPARK_PUTUMAYO_2024,0.496405,-76.325589,2024-02-11,2024-03-03
51.0,54.0,Pulsatrix perspicillata,0.1125,G6404_20240219_010000.WAV,G6404,season t1,GEOPARK_PUTUMAYO_2024,0.497502,-76.322981,2024-02-13,2024-03-02
24.0,27.0,Ciccaba virgata,0.1532,G6469_20240227_220000.WAV,G6469,season t1,GEOPARK_PUTUMAYO_2024,0.498802,-76.324496,2024-02-13,2024-03-02
21.0,24.0,Ciccaba virgata,0.1338,G6406_20240218_020000.WAV,G6406,season t1,GEOPARK_PUTUMAYO_2024,0.484945,-76.321513,2024-02-08,2024-03-02
21.0,24.0,Ceratopipra erythrocephala,0.1776,G6429_20240211_150000.WAV,G6429,season t1,GEOPARK_PUTUMAYO_2024,0.484917,-76.325309,2024-02-09,2024-03-02
51.0,54.0,Ceratopipra erythrocephala,0.3545,G6394_20240301_100000.WAV,G6394,season t1,GEOPARK_PUTUMAYO_2024,0.47208,-76.3288,2024-02-07,2024-03-02
30.0,33.0,Zebrilus undulatus,0.2046,G6442_20240212_000000.WAV,G6442,season t1,GEOPARK_PUTUMAYO_2024,0.481959,-76.319523,2024-02-08,2024-03-02
9.0,12.0,Schiffornis turdina,0.1358,G6465_20240219_123000.WAV,G6465,season t1,GEOPARK_PUTUMAYO_2024,0.499758,-76.321538,2024-02-13,2024-03-02
39.0,42.0,Pulsatrix perspicillata,0.307,G6445_20240211_230000.WAV,G6445,season t1,GEOPARK_PUTUMAYO_2024,0.498252,-76.327377,2024-02-11,2024-03-03
3.0,6.0,Lophostrix cristata,0.1797,G6414_20240218_030000.WAV,G6414,season t1,GEOPARK_PUTUMAYO_2024,0.467771,-76.328433,2024-02-07,2024-03-02
48.0,51.0,Nothocrax urumutum,0.2961,G6371_20240209_033000.WAV,G6371,season t1,GEOPARK_PUTUMAYO_2024,0.47182,-76.3307,2024-02-07,2024-03-02
21.0,24.0,Herpetotheres cachinnans,0.801,G6395_20240217_140000.WAV,G6395,season t1,GEOPARK_PUTUMAYO_2024,0.48317,-76.321262,2024-02-08,2024-03-02
30.0,33.0,Pulsatrix perspicillata,0.122,G6394_20240223_050000.WAV,G6394,season t1,GEOPARK_PUTUMAYO_2024,0.47208,-76.3288,2024-02-07,2024-03-02
39.0,42.0,Megascops watsonii,0.1163,G6371_20240209_040000.WAV,G6371,season t1,GEOPARK_PUTUMAYO_2024,0.47182,-76.3307,2024-02-07,2024-03-02
27.0,30.0,Nyctibius griseus,0.1096,G6384_20240210_213000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
15.0,18.0,Thraupis palmarum,0.128,G6428_20240224_123000.WAV,G6428,season t1,GEOPARK_PUTUMAYO_2024,0.5002,-76.325689,2024-02-13,2024-03-02
0.0,3.0,Zebrilus undulatus,0.7936,G6467_20240220_200000.WAV,G6467,season t1,GEOPARK_PUTUMAYO_2024,0.504661,-76.324227,2024-02-12,2024-03-02
6.0,9.0,Zebrilus undulatus,0.619,G6384_20240221_023000.WAV,G6384,season t1,GEOPARK_PUTUMAYO_2024,0.466205,-76.322577,2024-02-07,2024-03-02
