Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
37	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6455	G6455_20240216_160000.WAV	24.0	27.0	NA	NA	NA	0	NA
38	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6460	G6460_20240221_090000.WAV	6.0	9.0	NA	NA	NA	0	NA
39	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6429	G6429_20240210_073000.WAV	33.0	36.0	NA	NA	NA	0	NA
40	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6395	G6395_20240229_180000.WAV	48.0	51.0	NA	NA	NA	0	NA
41	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6421	G6421_20240209_153000.WAV	39.0	42.0	NA	NA	NA	0	NA
42	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6394	G6394_20240222_060000.WAV	12.0	15.0	NA	NA	NA	0	NA
43	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6413	G6413_20240219_100000.WAV	54.0	57.0	NA	NA	NA	0	NA
44	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6376	G6376_20240216_063000.WAV	15.0	18.0	NA	NA	NA	0	NA
45	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6406	G6406_20240218_063000.WAV	45.0	48.0	NA	NA	NA	0	NA
46	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6394	G6394_20240228_073000.WAV	36.0	39.0	NA	NA	NA	0	NA
47	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6464	G6464_20240212_113000.WAV	18.0	21.0	NA	NA	NA	0	NA
48	Spectrogram 1	1	0	3	0	Rusty-belted Tapaculo	Liosceles thoracicus		G6408	G6408_20240219_163000.WAV	9.0	12.0	NA	NA	NA	0	NA
