Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
19	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6464	G6464_20240226_070000.WAV	27.0	30.0	NA	NA	NA	0	NA
20	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6370	G6370_20240228_063000.WAV	18.0	21.0	NA	NA	NA	0	NA
21	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6465	G6465_20240214_100000.WAV	36.0	39.0	NA	NA	NA	0	NA
22	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6419	G6419_20240210_063000.WAV	21.0	24.0	NA	NA	NA	0	NA
23	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6383	G6383_20240229_110000.WAV	45.0	48.0	NA	NA	NA	0	NA
24	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6460	G6460_20240214_103000.WAV	54.0	57.0	NA	NA	NA	0	NA
25	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6442	G6442_20240211_080000.WAV	24.0	27.0	NA	NA	NA	0	NA
26	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6370	G6370_20240220_083000.WAV	6.0	9.0	NA	NA	NA	0	NA
27	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6376	G6376_20240211_063000.WAV	36.0	39.0	NA	NA	NA	0	NA
28	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6464	G6464_20240221_070000.WAV	9.0	12.0	NA	NA	NA	0	NA
29	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6406	G6406_20240228_063000.WAV	6.0	9.0	NA	NA	NA	0	NA
