mediaID,startTime,endTime,speciesName,confidence,classifiedBy,recorderID,recorderModel,locality,projectName,municipality,latitude,longitude,setupBy,deploymentStart,deploymentEnd,deploymentGroups,timestamp,segmentID
0DCAD56D_20250224_085000.WAV,45.0,50.0,Ceratopipra erythrocephala,0.01367153,,19,audiomoth,ElTesoro,Calima,Darien,4.00888,-76.48257,Jimena Benavides,,,,2025-02-24 08:50:00,0DCAD56D_20250224_085000_45_50.wav
85926BE7_20250415_060000.WAV,25.0,30.0,Ceratopipra erythrocephala,0.022473812,,21,audiomoth,ElTesoro,Calima,Darien,4.00893,-76.48253,Jimena Benavides,,,,2025-04-15 06:00:00,85926BE7_20250415_060000_25_30.wav
CB647E8D_20250610_130000.WAV,35.0,40.0,Ceratopipra erythrocephala,0.019588895,,25,audiomoth,ElTesoro,Calima,Darien,4.009018,-76.478116,Jimena Benavides,,,,2025-06-10 13:00:00,CB647E8D_20250610_130000_35_40.wav
352F4986_20250413_152500.WAV,55.0,60.0,Ceratopipra erythrocephala,0.010343989,,27,audiomoth,RioBravo,Calima,Darien,3.911739,-76.607379,Jimena Benavides,,,,2025-04-13 15:25:00,352F4986_20250413_152500_55_60.wav
4A238C69_20250211_174000.WAV,20.0,25.0,Ceratopipra erythrocephala,0.023498997,,15,audiomoth,Ensueno,Calima,Darien,3.96796,-76.50595,Jimena Benavides,,,,2025-02-11 17:40:00,4A238C69_20250211_174000_20_25.wav
4A238C69_20250519_104500.WAV,35.0,40.0,Ceratopipra erythrocephala,0.027164694,,15,audiomoth,Ensueno,Calima,Darien,3.96796,-76.50595,Jimena Benavides,,,,2025-05-19 10:45:00,4A238C69_20250519_104500_35_40.wav
CB647E8D_20250530_161000.WAV,25.0,30.0,Ceratopipra erythrocephala,0.01690404,,25,audiomoth,ElTesoro,Calima,Darien,4.009018,-76.478116,Jimena Benavides,,,,2025-05-30 16:10:00,CB647E8D_20250530_161000_25_30.wav
9BB2C176_20241127_111000.WAV,20.0,25.0,Ceratopipra erythrocephala,0.02894599,,5,audiomoth,Tesoro,Calima,Darien,3.965504,-76.413462,Jimena Benavides,,,,2024-11-27 11:10:00,9BB2C176_20241127_111000_20_25.wav
8E8DF5AB_20250420_170000.WAV,15.0,20.0,Ceratopipra erythrocephala,0.024844663,,29,audiomoth,RioBravo,Calima,Darien,3.906916,-76.609766,Jimena Benavides,,,,2025-04-20 17:00:00,8E8DF5AB_20250420_170000_15_20.wav
85926BE7_20250531_164500.WAV,25.0,30.0,Ceratopipra erythrocephala,0.02216212,,21,audiomoth,ElTesoro,Calima,Darien,4.00893,-76.48253,Jimena Benavides,,,,2025-05-31 16:45:00,85926BE7_20250531_164500_25_30.wav
0DCAD56D_20250226_103500.WAV,40.0,45.0,Ceratopipra erythrocephala,0.031468928,,19,audiomoth,ElTesoro,Calima,Darien,4.00888,-76.48257,Jimena Benavides,,,,2025-02-26 10:35:00,0DCAD56D_20250226_103500_40_45.wav
8E8DF5AB_20250421_161500.WAV,45.0,50.0,Ceratopipra erythrocephala,0.042430125,,29,audiomoth,RioBravo,Calima,Darien,3.906916,-76.609766,Jimena Benavides,,,,2025-04-21 16:15:00,8E8DF5AB_20250421_161500_45_50.wav
CB647E8D_20250517_133500.WAV,45.0,50.0,Ceratopipra erythrocephala,0.03966446,,25,audiomoth,ElTesoro,Calima,Darien,4.009018,-76.478116,Jimena Benavides,,,,2025-05-17 13:35:00,CB647E8D_20250517_133500_45_50.wav
445B1132_20250523_171000.WAV,55.0,60.0,Ceratopipra erythrocephala,0.038173728,,22,audiomoth,ElTesoro,Calima,Darien,4.01209,-76.47209,Jimena Benavides,,,,2025-05-23 17:10:00,445B1132_20250523_171000_55_60.wav
B45B64F7_20250628_093000.WAV,10.0,15.0,Ceratopipra erythrocephala,0.070471,,17,audiomoth,Ensueno,Calima,Darien,3.96801,-76.50336,Jimena Benavides,,,,2025-06-28 09:30:00,B45B64F7_20250628_093000_10_15.wav
1E57904A_20250224_061500.WAV,40.0,45.0,Ceratopipra erythrocephala,0.08527507,,14,audiomoth,Ensueno,Calima,Darien,3.96468,-76.50728,Jimena Benavides,,,,2025-02-24 06:15:00,1E57904A_20250224_061500_40_45.wav
B45B64F7_20250131_131000.WAV,5.0,10.0,Ceratopipra erythrocephala,0.031960677,,17,audiomoth,Ensueno,Calima,Darien,3.96801,-76.50336,Jimena Benavides,,,,2025-01-31 13:10:00,B45B64F7_20250131_131000_5_10.wav
CB647E8D_20250609_165000.WAV,35.0,40.0,Ceratopipra erythrocephala,0.03974752,,25,audiomoth,ElTesoro,Calima,Darien,4.009018,-76.478116,Jimena Benavides,,,,2025-06-09 16:50:00,CB647E8D_20250609_165000_35_40.wav
