Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
32	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6398	G6398_20240214_083000.WAV	12.0	15.0	NA	NA	NA	0	NA
33	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240224_163000.WAV	3.0	6.0	NA	NA	NA	0	NA
34	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240226_063000.WAV	33.0	36.0	NA	NA	NA	0	NA
35	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240221_063000.WAV	39.0	42.0	NA	NA	NA	0	NA
36	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6398	G6398_20240213_110000.WAV	54.0	57.0	NA	NA	NA	0	NA
37	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240216_063000.WAV	3.0	6.0	NA	NA	NA	0	NA
38	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6413	G6413_20240217_123000.WAV	3.0	6.0	NA	NA	NA	0	NA
39	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6408	G6408_20240218_070000.WAV	18.0	21.0	NA	NA	NA	0	NA
40	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240228_153000.WAV	39.0	42.0	NA	NA	NA	0	NA
41	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6376	G6376_20240216_090000.WAV	33.0	36.0	NA	NA	NA	0	NA
42	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6455	G6455_20240224_093000.WAV	51.0	54.0	NA	NA	NA	0	NA
43	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6376	G6376_20240211_113000.WAV	12.0	15.0	NA	NA	NA	0	NA
44	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6398	G6398_20240215_080000.WAV	6.0	9.0	NA	NA	NA	0	NA
45	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6428	G6428_20240229_100000.WAV	6.0	9.0	NA	NA	NA	0	NA
46	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6421	G6421_20240219_063000.WAV	33.0	36.0	NA	NA	NA	0	NA
47	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6464	G6464_20240214_100000.WAV	9.0	12.0	NA	NA	NA	0	NA
48	Spectrogram 1	1	0	3	0	Spot-backed Antbird	Hylophylax naevius		G6437	G6437_20240214_170000.WAV	3.0	6.0	NA	NA	NA	0	NA
