Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
31	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-06-04	2MM05070		9	12	NA	NA	NA	0	NA
32	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-25	2MM05070		6	9	NA	NA	NA	0	NA
33	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-06-05	2MM05070		9	12	NA	NA	NA	0	NA
34	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-07	2MM05070		51	54	NA	NA	NA	0	NA
35	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-06-04	2MM05070		45	48	NA	NA	NA	0	NA
36	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-31	2MM05070		15	18	NA	NA	NA	0	NA
37	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-01-20	2MM05078		3	6	NA	NA	NA	0	NA
38	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-07	2MM05070		6	9	NA	NA	NA	0	NA
39	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-31	2MM05070		36	39	NA	NA	NA	0	NA
40	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-06-15	2MM05070		6	9	NA	NA	NA	0	NA
41	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-05-17	2MM05073		3	6	NA	NA	NA	0	NA
42	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-07	2MM05070		57	60	NA	NA	NA	0	NA
43	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-06-05	2MM05070		15	18	NA	NA	NA	0	NA
44	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-01-20	2MM05078		6	9	NA	NA	NA	0	NA
45	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-04-02	2MM05070		24	27	NA	NA	NA	0	NA
46	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-15	2MM05070		3	6	NA	NA	NA	0	NA
47	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-03-25	2MM05070		51	54	NA	NA	NA	0	NA
48	Spectrogram 1	1	0		0	Coppery-chested Jacamar	Galbula pastazae	2025-01-26	2MM05070		45	48	NA	NA	NA	0	NA
