Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
12	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-19	2MM05035		3	6	NA	NA	NA	0	NA
13	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-16	2MM05373		18	21	NA	NA	NA	0	NA
14	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-06	2MM05035		0	3	NA	NA	NA	0	NA
15	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-01	2MM05035		24	27	NA	NA	NA	0	NA
16	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-30	2MM05035		33	36	NA	NA	NA	0	NA
17	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-02	2MM05035		0	3	NA	NA	NA	0	NA
18	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-22	2MM05373		57	60	NA	NA	NA	0	NA
19	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-15	2MM06677		3	6	NA	NA	NA	0	NA
20	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-24	2MM05035		54	57	NA	NA	NA	0	NA
21	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-02	2MM05035		18	21	NA	NA	NA	0	NA
22	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-11	2MM05035		24	27	NA	NA	NA	0	NA
23	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-23	2MM05319		18	21	NA	NA	NA	0	NA
24	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-05-28	2MM05035		21	24	NA	NA	NA	0	NA
25	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-18	2MM05035		57	60	NA	NA	NA	0	NA
26	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-01	2MM05035		12	15	NA	NA	NA	0	NA
27	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-30	2MM05319		24	27	NA	NA	NA	0	NA
28	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-05-28	2MM05035		33	36	NA	NA	NA	0	NA
29	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-05	2MM05373		6	9	NA	NA	NA	0	NA
30	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-30	2MM05035		51	54	NA	NA	NA	0	NA
31	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-15	2MM05272		12	15	NA	NA	NA	0	NA
32	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-26	2MM05319		33	36	NA	NA	NA	0	NA
33	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-06-02	2MM05035		12	15	NA	NA	NA	0	NA
34	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-15	2MM04976		3	6	NA	NA	NA	0	NA
35	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-18	2MM05001		12	15	NA	NA	NA	0	NA
36	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-16	2MM05319		39	42	NA	NA	NA	0	NA
37	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-05-18	2MM05272		42	45	NA	NA	NA	0	NA
38	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-02-04	2MM05035		27	30	NA	NA	NA	0	NA
39	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-02-10	2MM05035		9	12	NA	NA	NA	0	NA
40	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-29	2MM05004		54	57	NA	NA	NA	0	NA
41	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-24	2MM05035		0	3	NA	NA	NA	0	NA
42	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-11	2MM05373		33	36	NA	NA	NA	0	NA
43	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-18	2MM05373		48	51	NA	NA	NA	0	NA
44	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-21	2MM04976		51	54	NA	NA	NA	0	NA
45	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-05-24	2MM05272		0	3	NA	NA	NA	0	NA
46	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-03-25	2MM05373		6	9	NA	NA	NA	0	NA
47	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-05-22	2MM05001		51	54	NA	NA	NA	0	NA
48	Spectrogram 1	1	0		0	Bicolored Antpitta	Grallaria rufocinerea	2025-01-12	2MM05319		24	27	NA	NA	NA	0	NA
