Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
26	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-08-17	2MM05073		39	42	NA	NA	NA	0	NA
27	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-05-17	2MM05073		33	36	NA	NA	NA	0	NA
28	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-31	2MM05272		24	27	NA	NA	NA	0	NA
29	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-05-20	2MM05073		9	12	NA	NA	NA	0	NA
30	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-11	2MM05272		24	27	NA	NA	NA	0	NA
31	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-18	2MM05078		21	24	NA	NA	NA	0	NA
32	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-27	2MM05070		12	15	NA	NA	NA	0	NA
33	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-26	2MM05272		51	54	NA	NA	NA	0	NA
34	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-27	2MM05073		21	24	NA	NA	NA	0	NA
35	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-10	2MM05272		57	60	NA	NA	NA	0	NA
36	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-06-08	2MM05073		3	6	NA	NA	NA	0	NA
37	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-05-24	2MM05272		45	48	NA	NA	NA	0	NA
38	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-27	2MM05071		18	21	NA	NA	NA	0	NA
39	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-11	2MM04976		30	33	NA	NA	NA	0	NA
40	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-06-06	2MM05070		24	27	NA	NA	NA	0	NA
41	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-14	2MM04976		24	27	NA	NA	NA	0	NA
42	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-08-22	2MM04976		9	12	NA	NA	NA	0	NA
43	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-13	2MM04976		33	36	NA	NA	NA	0	NA
44	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-12	2MM05078		12	15	NA	NA	NA	0	NA
45	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-17	2MM04976		39	42	NA	NA	NA	0	NA
46	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-01-14	2MM04976		51	54	NA	NA	NA	0	NA
47	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-03-05	2MM05073		6	9	NA	NA	NA	0	NA
48	Spectrogram 1	1	0		0	Moustached Antpitta	Grallaria alleni	2025-05-28	2MM05272		3	6	NA	NA	NA	0	NA
